Age,Ethnicity,Gender,Sexual Orientation,Profession,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q75,Q76,Q77,Q78,Q79,Q81,Q82,Q83,Q84,Q85,Q86,Q52,Q53,Q54,Q55,Q56,Q95,Q96,Q97,Q98,Q99,Q101,Q103,Q104,Q105,Q106,Q100,type_transgression
2,1,2,5,1,5,5,5,5,3,4,2,4,1,5,5,5,5,4,4,4,5,2,4,4,4,3,4,3,2,4,2,4,4,1,2,1,3,There should be a degree of separation between an artist and their music for example you can love someone’s music and admire their craft and not know or like the artist behind it. therefore if taylor swift was behaving in a way i didn’t agree with then i would still listen to her music but i would engage less with her socials and would stop idolising her as a celebrity and just listen to the music.,,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,4,4,5,4,3,2,4,3,5,5,4,4,2,5,4,4,4,,,,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,1,1,7,5,6,6,6,,0
2,1,2,1,1,5,5,4,5,4,3,3,4,4,4,5,4,5,4,5,5,5,3,4,2,4,3,4,2,2,3,1,2,2,2,2,1,2,Difficult to seperate her music from her actions,,,,,,,,,,,,,,,,,1
2,4,3,3,1,2,4,4,3,4,2,1,2,2,5,5,4,2,1,1,1,2,3,2,1,1,1,1,3,1,2,1,1,2,1,4,1,1,"Despite having been a fan for years, I feel no need to have a relationship with her, and I guess that allows me to remain objective iin my perception of her.",,,,,,,,,,,,,,,,,1
2,4,2,1,1,4,4,2,4,4,4,4,2,4,2,5,4,4,1,1,4,5,4,,,,,,,,,,,,,,,,,5,5,5,5,5,4,1,1,1,4,8,7,7,5,7,Her music has been such a huge comfort and source of joy to me that I would probably continue to listen even if if she became a more controversial figure but I wouldn't support her publicly or on social media.,0
2,1,2,3,1,5,5,5,5,5,5,3,4,1,5,5,3,4,2,5,2,4,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,7,7,8,6,7,"She has a large fan base meaning she is very influential, if she is sharing transphobic/controversial ideology it would make me feel uncomfortable as she will be influencing people to share that ideology, creating a toxic fanbase, however anything relating to her personal life eg, cheating i wouldn’t judge too hard on as we don’t have reasoning and full details of her personal life.",0
2,1,2,3,1,3,4,4,5,5,5,4,4,3,2,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,3,4,4,5,4,3,3,3,3,4,5,5,4,1,4,5,5,3,5,3,4,3,3,3,3,3,2,3,4,3,3,2,3,i listen to her music because i like her music. i don’t have to like every single thing she does or says or believes in in order to resonate and like the art she produces ,,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,5,4,5,4,4,1,2,2,4,5,5,5,2,5,4,5,4,,,,,,,,,,,,,,,,,2,1,2,1,2,4,1,2,2,2,8,6,7,5,7,"I think views such as transphobia, racism etc would deter me from supporting her but something more personal to her like cheating is less detrimental to society as a whole and i’d continue streaming etc",0
2,4,2,1,1,4,4,4,5,5,4,4,4,4,5,5,5,4,4,5,5,5,4,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,5,4,4,4,4,,0
2,1,2,1,1,4,4,5,5,5,4,2,4,1,5,5,5,5,5,5,5,5,4,4,4,4,2,3,3,2,3,1,1,2,1,1,1,1,I’m a massive fan of Taylor and know many people have problems with her carbon emissions which isn’t something she has commented on and also isn’t something I myself am too worried about. However if she was to cause death when she had warning etc or raised ticket prices I wouldn’t feel comfortable defending her actions or supporting her financially ,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,3,5,1,4,1,4,2,4,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,7,7,7,5,7,Because you dont know the circumstances and her actions are only affectint her personal life not her public life,0
2,1,3,2,1,4,4,5,5,5,3,2,3,4,4,5,4,4,2,5,4,5,4,4,3,5,3,5,5,1,4,2,3,4,1,4,2,3,"I still enjoy the music and streaming only makes 0.003p per stream on spotify, whereas merch costs and profits her more",,,,,,,,,,,,,,,,,1
2,5,1,1,1,5,4,5,5,5,4,3,3,3,1,5,5,3,3,3,5,5,5,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,3,4,7,6,7,6,7,"There are plenty of musicians who have done bad things. E.G. Michael Jackson, because it’s Taylor Swift doesn’t mean we won’t separate her from the music as well like people do with Michael Jackson. I still listen to Arcade Fire and Roisin Murphy, both have which have been called out but their music is very personal to me so I still listen to it. Taylor isn’t this other worldly being. She represents the girl next door who you don’t pay much attention to. The one who’s not in the group chats, the one boys see as just another straw in a haystack that is modern life. Taylor makes people feel special because it connects with their emotions (her music).",0
2,1,2,3,1,5,5,5,5,4,5,3,5,3,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3,3,3,3,3,3,3,3,3,3,Some of the things listed are things she definitely wouldn’t do. She is very caring and empathetic toward her fans and always makes sure they are content and happy with everything she does. ,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,5,5,4,4,3,5,4,5,5,5,5,4,5,5,5,1,,,,,,,,,,,,,,,,,4,1,2,2,3,4,2,1,1,2,8,8,8,8,8,I would still want to listen to her music because it’s my favourite but I wouldn’t support her as a person anymore ,0
2,1,1,2,1,5,4,5,5,4,5,3,5,5,2,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,obviously cancelling a celebrity depends on circumstance and i don’t think any of the situations provided are circumstances which should result in complete cancellation. It would be and is important to hold her to account for these but i think i feel so passionately about her music and believe she’s a good enough person that it would take a much more serious offence for me to completely cancel her ,,,,,,,,,,,,,,,,,1
3,1,2,1,1,2,4,4,5,5,5,1,5,4,2,5,5,5,2,5,5,5,1,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,1,1,2,8,8,8,6,6,The first scenarios were against my personal principles but the cheating scenario is something that we as fans would not know the real facts of. And it would make great songs!,0
2,5,2,1,1,4,4,2,5,5,5,2,2,1,5,5,5,5,1,5,5,5,1,,,,,,,,,,,,,,,,,4,1,4,1,2,5,2,5,1,2,8,8,8,7,8,"Cheating is a human mistake, doesn’t necessarily make you a bad person whereas being transphobic and spreading hate is a moral choice ",0
2,1,2,3,1,4,5,4,5,4,5,1,2,2,5,5,4,5,2,3,2,4,3,4,3,5,2,3,3,2,4,1,2,4,1,3,2,2,I am a fan but I would not defend her if she was doing things I personally disagree with,,,,,,,,,,,,,,,,,1
2,5,1,1,1,4,5,4,5,3,3,3,4,2,2,5,5,5,4,5,5,5,4,2,2,4,4,4,4,3,4,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,1
2,4,2,2,1,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,2,4,5,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,8,7,8,5,8,She usually stands for the right things and is one of the most powerful women of our time. It would take a very heinous act to stray me off of taylor swift but if the time comes i would NOT hesitate to speak up against her cause blindly following someone is wrong as well. I truly live her and adore her and sternly believe in the things she supports right now.,0
2,1,2,3,1,5,4,3,5,4,5,2,3,2,5,5,5,5,1,5,5,5,4,4,1,4,2,4,3,1,2,2,4,3,1,5,3,4,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,4,5,4,4,2,5,4,2,5,4,5,2,4,5,5,4,,,,,,,,,,,,,,,,,4,2,2,1,2,4,4,4,3,4,8,7,8,5,7,"I don’t listen to her music just because I like her, I really enjoy her music regardless of who she is.  ",0
2,1,3,2,1,5,5,5,5,5,5,4,4,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,i have a parasocial relationship with taylor and will go to the ends of the earth to defend her,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,5,5,5,4,1,5,4,5,5,5,5,4,5,5,5,5,,,,,,,,,,,,,,,,,5,4,5,2,3,5,4,5,1,3,8,8,8,8,8,He might have deserved it,0
2,1,2,4,1,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,1,1,2,1,3,4,3,4,3,3,8,6,7,7,8,,0
2,1,2,3,1,4,5,5,5,5,5,4,4,3,5,5,5,4,3,5,4,5,4,4,4,4,3,5,4,4,4,2,4,4,2,4,2,2,,,,,,,,,,,,,,,,,,1
2,5,2,1,1,4,5,5,5,4,4,1,4,2,4,5,5,5,1,4,3,5,4,5,2,5,1,4,5,1,4,1,2,5,5,5,3,5,"She is her own person, I like her music so I would keep listening but would feel less likely to support her or buy her merch.",,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,5,5,5,5,3,5,4,3,5,5,5,4,5,5,5,3,5,5,5,4,5,4,4,4,2,3,5,4,5,2,5,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,4,5,3,2,3,3,1,5,5,5,4,2,4,4,4,3,,,,,,,,,,,,,,,,,3,3,3,1,3,3,1,3,1,3,8,4,8,4,6,,0
2,1,2,2,1,4,4,3,5,2,4,2,3,2,5,5,5,5,4,5,5,5,4,5,5,5,3,5,4,4,4,3,5,4,3,5,3,5,"I have been a fan for almost 12yrs and I listen and support her because I love the music and lyric mastery she has achieved. Being a huge celebrity she is bound to have large carbon emissions as she cannot for safety do things such as travel on a commercial airplane. As to the weather condition question, realistically it isn’t purely down to Taylor regarding the safety of the fans at the concert as it’s very much the venue staff themselves and her team making those decisions. Additionally, the fans can see the weather and judge the safety themselves it’s not down to Taylor. She is still a human being and it’s not entirely her responsibility",,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,5,3,4,4,4,2,2,2,5,5,5,5,5,5,5,5,4,4,2,4,1,3,4,4,4,4,3,2,2,4,2,3,"Celebrities and their carbon footprints is a wider issue than just Taylor Swift so I feel it is unfair and ineffective to simply blame her, but I agree that she is part of the problem. Targeting individuals is not the solution to these problems, it is the structures in place that run these events who make the changes and who should follow a stricter moral code. ",,,,,,,,,,,,,,,,,1
2,1,2,2,1,5,5,4,5,4,5,4,5,3,5,5,5,5,4,5,5,4,4,,,,,,,,,,,,,,,,,2,2,2,1,3,4,2,4,1,3,8,4,8,6,8," transphobia and supporting someone who negatively impacts others lives, with her platform, is not something i support however cheating on a partner is her own personal life and is none of my business ",0
2,1,2,3,1,5,5,5,5,5,5,1,5,4,5,5,5,5,2,5,5,5,3,4,4,5,4,5,4,3,4,3,5,4,3,4,4,4,,,,,,,,,,,,,,,,,,1
2,1,2,2,1,5,5,5,5,5,5,3,3,4,2,5,5,5,5,5,5,5,5,3,3,5,3,5,4,4,4,3,3,4,4,5,4,4,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,5,5,5,5,4,5,3,5,4,5,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,2,2,2,1,3,2,2,4,3,3,7,7,7,6,7,I dont feel that a cheating scandal would put me off due to not knowing enough about a person and how common this is in industry with people who are still supported but any form of transphobia/ homophobia and ang racist or harmful political stances would as she has a lot of power and influence for change which could be dangerous with younger audiences etc ,0
2,1,2,1,1,5,5,5,5,3,5,3,4,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,"taylor’s music is one of the only constants in my life and has genuinely helped me so much with my mental health, i couldn’t stop streaming her music ",,,,,,,,,,,,,,,,,1
2,5,2,1,1,5,5,5,5,5,5,5,4,4,5,5,5,5,2,5,5,5,5,,,,,,,,,,,,,,,,,4,4,5,2,5,5,5,5,5,5,7,8,8,6,8,"I love her music, and even if I didn’t like Taylor as a person, I would still love her music and listen to her songs",0
2,1,2,1,2,5,4,5,5,5,5,5,4,4,5,5,5,5,2,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,She showed us so many times before the kind is person she is that I think it’s very important to know (in this cases) what happened “behind the scenes” and what was the train of though that lead to make those decision ,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,5,5,5,5,2,5,4,2,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,because i love taylor swift she is mother ,,,,,,,,,,,,,,,,,1
2,1,2,1,1,3,4,3,2,2,2,1,4,2,2,4,4,4,2,4,4,2,2,,,,,,,,,,,,,,,,,4,1,2,1,1,4,2,2,1,1,7,7,5,5,4,I view her music as just that. Any transgressions may make me not want to buy merchandise etc but if I like a song I wouldn’t stop streaming it just for that purpose alone,0
2,5,2,1,1,4,5,4,5,5,5,2,5,4,5,5,5,5,1,1,4,5,4,,,,,,,,,,,,,,,,,2,1,4,1,5,5,1,4,1,5,8,8,8,8,8,Ppl might think im a bad person for how I answered those questions but realistically majority of ppl wouldnt stop following her they just would hide it ,0
2,1,2,1,1,4,2,1,5,5,4,1,5,2,5,5,4,5,1,5,5,5,5,,,,,,,,,,,,,,,,,5,2,5,1,2,4,1,4,1,1,8,8,8,8,8,"I’m more a fan of her music than he as a person. People do morally questionable things, doesn’t mean I can’t still enjoy her music. However if Taylor became a part of a political movement I actively disliked I would struggle to defend her as a person.",0
2,1,2,1,1,2,5,4,5,4,5,1,2,4,1,5,5,4,1,4,5,4,1,5,2,5,1,5,5,2,5,2,4,5,5,5,2,5,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,5,3,5,4,5,4,3,4,3,5,5,4,3,4,5,5,3,,,,,,,,,,,,,,,,,3,4,3,2,3,4,4,4,4,4,8,8,8,8,8,separate art from the artist and some things are a bigger issue than they seem,0
2,1,2,2,1,4,5,4,5,4,5,5,5,2,5,5,5,5,4,5,5,5,2,4,4,4,1,3,4,4,4,2,3,5,5,5,1,3,A lot of things are beyond her control i think but also doesn’t absolve her of responsibility which is why it is difficult. i think where there is a grey area is when it is a clear choice on her part (like environment stuff). also there is a difference to me in publically supporting her as a person (when we have no real idea how she feels and why she does the things she does) and supporting her music and the ways she has helped us with that,,,,,,,,,,,,,,,,,1
2,1,2,1,1,2,4,4,5,2,4,2,5,4,3,5,4,5,1,5,4,5,5,,,,,,,,,,,,,,,,,2,1,1,1,1,3,1,2,1,1,8,7,8,5,8,"Transphobic comment- I wouldn’t agree with that and wouldn’t want to support someone, however if there was a way I could stream her music indirectly I would, political figure- depends on the context (who, what event etc), cheating even though bad, is not a big enough dealing for me to stop listening to her, I wouldn’t necessarily defend her",0
2,4,1,1,1,4,4,5,5,4,5,3,4,3,2,5,4,4,3,5,1,5,5,5,4,5,3,5,4,3,4,2,5,5,2,4,1,5,Everyone's got skeletons in their closet. Just because they are brought to light it doesn't mean she's any worse of a person than me. I still love Taylor. ,,,,,,,,,,,,,,,,,1
2,1,3,3,1,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,4,2,4,2,5,4,5,4,2,3,8,8,8,5,7,as someone who’s been a fan of yer for years and grown up loving taylor swift i don’t think i’d be able to stop streaming her music as i have so many memories attached to them and they were my childhood and have helped me through a lot of things. i would however probbaly stop buying merch and not be able to enjoy her or like her as much as i love her now. ,0
2,1,2,1,1,2,3,2,5,2,4,1,2,2,3,4,4,5,2,5,1,4,1,,,,,,,,,,,,,,,,,4,4,4,1,3,2,3,2,1,2,7,7,7,5,7,,0
2,1,1,1,1,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,5,2,2,1,2,5,1,1,1,2,8,7,8,6,8,"I honestly feel like I couldn’t stop listening to her music no matter what. I have been addicted to her songs since Red came out and I’m pretty sure that at this point it’s some kind of coping mechanism. So if it came out that she was a terrible person or something similar then I would definitely keep listening to her music but I would not go out of my way to support her further by buying merch and tickets and stuff. However, she has been my idol since I was around 12 so I can’t say that I wouldn’t still want to meet her.",0
2,1,2,3,1,4,5,5,5,4,4,2,2,3,3,5,5,5,2,5,5,4,4,,,,,,,,,,,,,,,,,2,1,4,1,2,4,2,5,2,4,8,7,8,6,8,"I wouldn’t react as negatively to the cheating as that is something that I wouldn’t know the reason for and can be understandable in some situations, however the other two I would react more strongly as those views don’t align with my own and find them unacceptable ",0
2,1,2,3,1,5,5,4,5,5,2,2,4,2,3,5,4,4,1,2,4,5,1,5,1,5,1,2,5,1,4,1,1,5,1,2,1,1,I believe in separating art from artist so I wouldn’t stop listening to her music but I cannot defend her personally ,,,,,,,,,,,,,,,,,1
2,1,1,2,1,5,4,5,5,4,5,2,3,2,2,5,5,5,1,1,4,4,3,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,4,3,4,8,8,8,6,8,There will always be limits on how far I will enjoy someone’s work and whether I defend that persons work,0
2,1,2,3,1,3,4,4,5,2,4,2,4,2,5,5,5,4,4,5,4,5,4,4,3,4,4,4,4,2,2,2,2,4,1,2,3,2,Especially in the case of the contraversy questions i would listen to the music in the same idea of seperatd the arf from the artist. Although i do understand that continuing to stream her music would result in her still recieving money from my contributions.,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,3,4,3,3,4,2,4,2,4,4,3,4,1,4,1,4,1,,,,,,,,,,,,,,,,,4,2,4,3,2,4,2,3,2,2,7,5,6,5,5,"Coming from Kansas City, Kansas, much of the standard news outlets are reporting about her. Therefore, I do not much control whether I talk about her or not with my friends and family in the States. As I do not support her financially now, and she is basically problemless, I would find it difficult to support her financially when she was involved in a scandal.  ",0
2,4,2,3,1,4,5,2,5,2,2,1,4,4,5,5,5,5,2,4,5,5,4,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,7,7,7,7,8,no,0
2,5,2,5,1,4,5,4,5,4,4,2,5,3,5,5,5,5,4,5,5,5,5,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,1,7,7,7,4,7,I would not support her takes or personal decisions but I believe I would still listen to her music (illegally if possible to avoid supporting) but I have unfortunate strong emotional attachments to specific songs that I have to admit would be difficult to break,0
2,1,2,3,1,4,2,2,5,2,1,1,4,4,5,5,2,5,2,5,4,4,4,,,,,,,,,,,,,,,,,4,1,1,1,1,4,1,2,1,1,8,8,8,6,4,,0
2,1,2,1,1,4,4,5,5,4,4,2,3,1,3,5,5,5,1,5,4,5,4,4,2,5,2,3,3,1,3,1,2,2,1,3,1,2,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,2,4,2,5,1,5,1,5,4,3,5,5,5,1,5,5,5,5,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,8,8,8,8,8,"I answered the first on the basis that she had somewhat malicious intent (not an accident or something that she did unknowingly and then educated herself and corrected her actions) and therefore because it is not just a bad decision that only affects her personally but also the public I would not support her. However, when Taylor Swift cheats on her boyfriends that is something within her personal life that only affects her and her partners and we can never know the full story or what happened etc. ",0
2,1,2,3,1,2,2,2,4,4,2,1,2,1,5,4,2,1,1,1,1,2,1,3,2,4,1,3,2,2,3,1,2,3,2,4,1,3,"I disagree with a lot of what she has done morally and believe she could use her platform for activism such as speaking up about global warming and what is going in Palestine. Me listening to her music is not me standing by her actions or supporting her financially, I just like her art.",,,,,,,,,,,,,,,,,1
2,1,2,1,1,2,3,2,5,1,3,1,2,1,5,5,4,3,2,5,4,4,1,5,2,5,1,3,4,1,2,1,3,4,1,4,1,3,"Streaming an artists music doesn't actually make them that much money, especially on spotify so I don't believe continuing to listen to a problematic artist us necessarily wrong. To some degree, you can separate the art from the artist. However, I would avoid buying physical merchandise or concert tickets as that is where the majority of income for artists comes from in 2024.",,,,,,,,,,,,,,,,,1
2,1,1,1,1,1,5,2,4,2,2,1,2,2,2,2,1,4,4,5,5,4,2,5,5,5,1,3,1,1,2,1,1,1,1,1,1,1,"I can just listen to the stuff of hers i have bought already, I dont need to give a crazy capitalist more money",,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,4,5,4,5,1,4,1,2,5,5,5,2,5,4,5,4,,,,,,,,,,,,,,,,,5,2,4,1,5,4,1,4,1,4,8,7,8,4,8,"I definitely wouldn’t agree with any of the previous actions, and wouldn’t defend her just because I love her music. However, as long as the incident was not too extreme I think I would detach her work from her personal life.",0
2,1,2,1,2,5,2,4,5,4,5,1,2,1,4,5,5,4,4,5,1,5,5,5,5,5,4,1,5,5,5,4,1,5,5,5,2,1,,,,,,,,,,,,,,,,,,1
2,4,2,3,1,3,4,4,5,4,4,2,4,2,5,5,5,5,5,5,4,4,5,,,,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,1,2,7,7,7,5,7,,0
2,1,2,2,1,3,4,4,5,2,4,1,4,2,3,4,5,4,2,5,2,4,2,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,,0
3,1,2,2,1,4,5,2,5,4,4,1,2,4,5,5,5,5,2,5,5,4,2,,,,,,,,,,,,,,,,,4,2,4,3,4,4,2,4,2,4,8,8,8,7,8,"My support would waver if something terrible surfaced about her, but her music has been a consistent part of my life for 15 years or so, so it would take a lot for me to stop supporting her entirely.",0
2,1,2,2,1,3,4,3,5,1,5,1,1,1,5,5,5,4,1,5,5,4,2,5,3,4,2,5,4,3,4,1,4,5,3,5,2,5,"i don’t know taylor swift personally, so i will not defend her actions, choices or beliefs, because media may portray her in a certain light, i don’t agree with her carbon footprints or capitalist tendencies, but i don’t appreciate the assumption that solely enjoying taylor swifts music means i have an unhealthy obsession and parasocial relationship with her, celebrities like chris brown have done much worse but internalised misogyny and media leads the focus on a successful woman in the music industry",,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,4,5,4,5,2,4,3,5,5,5,5,4,5,4,5,4,4,4,5,3,5,4,4,5,3,5,4,3,5,3,5,"I still like her music, the only thing that would make me stop listening to her or at least stop supporting her would be anything related to paedophilia or homophobia or racism etc.",,,,,,,,,,,,,,,,,1
2,1,2,3,1,5,5,4,5,4,5,3,5,3,5,5,5,5,2,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,2,4,4,5,3,2,1,4,4,5,5,5,4,2,5,5,4,5,,,,,,,,,,,,,,,,,4,2,4,1,3,4,3,4,1,2,7,5,7,4,5,,0
2,1,2,3,1,3,4,3,4,4,4,1,2,1,4,5,5,5,2,5,4,5,2,,,,,,,,,,,,,,,,,3,2,3,2,2,3,2,3,2,2,6,6,6,5,6,,0
2,1,2,3,1,4,4,4,5,5,5,1,4,2,5,5,5,3,1,4,5,3,2,5,2,5,2,3,2,1,3,1,2,4,3,4,2,2,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,4,4,5,5,3,2,2,2,2,5,3,3,2,5,5,3,1,3,3,4,3,4,4,3,4,3,4,4,3,3,3,4,"Her behaviour doesn’t impact her talent or if I like her music, I will listen to the music because I like it rather than deciding to support her. I don’t think my liking of her music impacts whether or not I agree with her views, I can make my own mind",,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,5,5,5,3,2,4,4,2,4,4,5,4,5,5,4,1,2,2,5,1,5,3,1,4,1,4,4,4,4,1,5,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,5,2,5,4,2,1,4,1,5,4,1,3,1,4,1,5,3,,,,,,,,,,,,,,,,,4,4,3,2,4,4,3,3,3,4,8,8,6,7,8,,0
2,1,2,5,1,3,4,4,5,3,4,1,4,2,2,5,5,4,3,5,4,4,4,4,2,4,2,2,3,1,2,1,1,4,1,4,1,1,"I feel like you can seperate the art from the artist with listening to music and streaming music doesnt make an artist that much money. Following on social media doesnt necessarily incidate support, but more keeping up to date",,,,,,,,,,,,,,,,,1
2,1,2,1,2,5,5,4,5,4,4,2,3,3,2,5,5,5,2,5,5,4,2,4,5,4,2,3,4,1,3,1,2,3,1,2,1,2,"I love taylor swift and her music. These things would make her a 'bad' person in my eyes, yet I have loved the musics and lyrics for some time so maybe separate art form the artist. ",,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,5,4,5,4,4,1,4,2,5,5,5,5,4,5,5,5,4,4,2,5,1,2,4,2,5,1,1,5,2,5,1,1,"Because streaming is the primary way I listen to music, I wouldn’t stop streaming her music if I disagreed with things she did but I would stop supporting her financially in other ways. ",,,,,,,,,,,,,,,,,1
2,1,2,1,1,1,5,5,5,4,3,3,4,3,5,5,5,5,4,5,5,5,4,,,,,,,,,,,,,,,,,5,4,3,2,4,5,4,4,4,4,8,6,6,6,6,,0
2,1,2,2,1,4,4,1,5,4,5,2,5,4,2,5,5,5,3,5,5,5,2,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,1,8,8,8,7,7,,0
2,1,2,1,1,1,2,1,4,1,2,1,1,1,3,5,1,4,1,5,4,4,5,4,3,2,1,3,5,1,3,1,2,4,3,3,1,1,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,2,5,3,4,2,2,3,5,5,5,5,2,4,4,5,2,,,,,,,,,,,,,,,,,4,3,4,1,3,4,3,4,1,3,8,7,8,5,6,I would never defend her as a person but would continue to stream her music just cos I love it so much not cos I love her,0
2,4,2,5,1,4,5,4,5,4,5,1,4,4,5,5,4,5,2,5,4,5,1,,,,,,,,,,,,,,,,,4,1,4,2,2,5,1,2,4,4,8,7,8,7,8,"I liked her music long before i became invested in her personality so if something happens to Taylor Swift the person, it doesn’t change what the TS songs mean to me or what they were written about. I wouldn’t want to defend her if she did something I believe is bad but I would not stop enjoying music I like either. Also I don’t think her merch is that great so I don’t buy it bc of how it looks and costs, not really related to Taylor herself",0
2,1,2,3,1,5,5,5,5,4,4,3,4,4,5,5,4,5,2,5,5,4,2,,,,,,,,,,,,,,,,,4,1,1,1,2,4,1,1,1,1,8,8,8,8,8,,0
2,4,1,1,1,4,5,3,5,5,3,2,4,4,3,5,5,5,2,5,5,5,2,,,,,,,,,,,,,,,,,3,2,2,2,3,5,5,5,5,5,7,7,7,7,7,,0
2,1,2,3,1,5,5,4,5,5,4,3,4,4,5,5,5,5,1,5,4,5,5,4,1,4,4,4,3,1,3,2,2,4,1,5,1,1,,,,,,,,,,,,,,,,,,1
2,4,1,1,1,4,3,2,4,5,1,1,1,1,2,2,3,1,1,1,1,1,1,3,4,5,2,4,1,1,4,1,3,3,1,4,1,3,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,4,5,5,5,5,2,5,3,2,5,5,4,4,5,5,5,4,,,,,,,,,,,,,,,,,4,4,4,2,2,3,2,3,1,2,7,5,6,4,5,,0
3,1,2,1,2,5,5,4,5,5,3,1,1,1,2,5,3,4,1,1,1,4,1,2,1,3,1,3,3,3,3,1,1,3,4,3,3,1,,,,,,,,,,,,,,,,,,1
3,5,2,1,1,4,4,3,5,4,2,1,2,2,5,4,2,2,1,1,1,3,1,,,,,,,,,,,,,,,,,3,2,2,2,2,1,1,1,1,1,6,6,6,4,5,,0
3,5,1,2,1,1,5,1,4,1,5,1,5,1,5,5,5,5,1,5,5,5,5,5,1,5,1,1,5,1,5,1,1,5,1,5,5,1,I am a “gaylor” and believe that Taylor is secretly homosexual. I am fascinated by her PR strategies to conceal this and would not stop following her or listening to her music based on non-gaylor related activities. ,,,,,,,,,,,,,,,,,1
2,5,1,2,1,4,5,4,5,5,3,3,4,4,5,4,4,4,2,2,3,4,2,3,3,4,3,4,1,1,1,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,2,3,3,4,3,1,1,2,1,5,4,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,4,1,1,2,3,4,2,3,2,3,8,5,6,5,6,,0
2,5,4,5,1,1,3,1,3,4,2,1,3,1,5,4,1,4,1,1,4,3,1,2,1,3,1,4,3,1,1,1,4,4,1,1,4,2,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,3,4,4,5,2,1,1,2,1,5,4,1,2,1,4,4,3,4,3,1,3,1,4,3,1,3,1,4,3,1,3,3,4,,,,,,,,,,,,,,,,,,1
